_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
107913,2025,M2N,DOG,GOLDEN RETR
107914,2025,M4P,DOG,LABRADOR RETR
107915,2024,M6R,CAT,DOMESTIC LH
107916,2024,M4S,CAT,DOMESTIC MH
107917,2024,M8V,CAT,DOMESTIC SH
107918,2024,M9A,CAT,DOMESTIC SH
107919,2025,M3N,DOG,AMERICAN STAFF
107920,2025,M6J,DOG,GOLDEN RETR
107921,2024,M3H,DOG,LABRADOR RETR
107922,2023,M6J,DOG,LABRADOR RETR
107923,2025,M4P,CAT,DOMESTIC SH
107924,2025,M8V,DOG,AMER ESKIMO
107925,2023,M2H,DOG,TERRIER
107926,2024,M4E,DOG,GOLDEN RETR
107927,2025,M6P,DOG,LABRADOR RETR
107928,2025,M5V,DOG,CAVALIER SPAN
107929,2025,M6C,DOG,BERNESE MTN DOG
107930,2023,M5A,DOG,MALTESE
107931,2024,M4G,DOG,GOLDEN RETR
107932,2025,M5R,DOG,HOUND
107933,2023,M9C,DOG,GERM SHEPHERD
107934,2023,M9C,DOG,AMER BULLDOG
107935,2023,M9C,CAT,DOMESTIC SH
107936,2023,M6G,DOG,GOLDEN RETR
107937,2023,M4E,DOG,POODLE MIN
107938,2025,M8X,DOG,SC WHEAT TERR
107939,2025,M4T,DOG,BORDER TERRIER
107940,2025,M5V,CAT,DOMESTIC LH
107941,2025,M4L,DOG,FRENCH BULLDOG
107942,2024,M4E,DOG,HOUND
107943,2024,M5B,DOG,DOGO ARGENTINO
107944,2025,M9M,DOG,GERM SHEPHERD
107945,2025,M4N,DOG,MASTIFF
107946,2024,M9R,DOG,SCOT TERRIER
107947,2025,M5R,DOG,POODLE MIN
107948,2024,M6S,DOG,POMERANIAN
107949,2025,M3C,DOG,SAMOYED
107950,2025,M6C,DOG,LABRADOR RETR
107951,2024,M4L,DOG,PORT WATER DOG
107952,2023,M4M,DOG,SCHNAUZER STAND
107953,2023,M4M,DOG,COCKER SPAN
107954,2023,M6K,DOG,LABRADOR RETR
107955,2025,M4E,DOG,SHETLD SHEEPDOG
107956,2025,M5A,DOG,SIBERIAN HUSKY
107957,2025,M4T,DOG,DACHSHUND MIN
107958,2023,M9A,DOG,WEST HIGHLAND
107959,2023,M6M,DOG,POMERANIAN
107960,2023,M6K,DOG,POODLE STND
107961,2023,M6K,DOG,GOLDEN RETR
107962,2023,M9A,DOG,MALTESE
107963,2023,M9A,DOG,CHIHUAHUA SH
107964,2025,,DOG,GERM SHEPHERD
107965,2023,M6N,DOG,BULLMASTIFF
107966,2023,M2H,DOG,GREAT PYRENEES
107967,2023,M2H,DOG,GOLDEN RETR
107968,2023,M9A,DOG,GERM SHEPHERD
107969,2024,M4L,DOG,LABRADOR RETR
107970,2024,M4J,DOG,BORDER COLLIE
107971,2024,M6G,DOG,AUST CATTLE DOG
107972,2023,M4M,DOG,POMERANIAN
107973,2025,M6S,CAT,DOMESTIC SH
107974,2025,M4K,DOG,CHIHUAHUA SH
107975,2024,M1E,DOG,BICHON FRISE
107976,2023,M2L,DOG,GOLDEN RETR
107977,2023,M6E,DOG,POODLE TOY
107978,2023,M6G,DOG,POODLE STND
107979,2025,M1M,DOG,GERM SHEPHERD
107980,2024,M4L,DOG,POODLE TOY
107981,2023,M4Y,CAT,BRITISH SH
107982,2023,M8V,DOG,POODLE MIN
107983,2025,M9C,DOG,MALTESE
107984,2025,M4N,DOG,COCKER SPAN
107985,2023,M2L,DOG,POODLE MIN
107986,2024,M6H,DOG,ENG COONHOUND
107987,2024,M4L,DOG,LAGOTTO ROMAGNO
107988,2024,M4K,DOG,MALTESE
107989,2025,M2K,DOG,SHIH TZU
107990,2023,M6E,CAT,RAGDOLL
107991,2023,M9N,DOG,BEAGLE
107992,2025,M8V,CAT,DOMESTIC SH
107993,2023,M3A,DOG,MALTESE
107994,2024,M1B,DOG,DOGO ARGENTINO
107995,2023,M6P,DOG,LABRADOR RETR
107996,2024,M1C,CAT,DOMESTIC LH
107997,2023,M1T,DOG,ROTTWEILER
107998,2026,M3C,DOG,FRENCH BULLDOG
107999,2025,M4J,DOG,GERM SHEPHERD
108000,2025,M6B,DOG,MALTESE
108001,2024,M4R,DOG,POODLE STND
108002,2024,M5T,DOG,ENG SPRNGR SPAN
108003,2023,M4C,DOG,POODLE STND
108004,2024,M4K,DOG,COCKER SPAN
108005,2024,M6S,DOG,COCKER SPAN
108006,2025,M5T,DOG,BEARDED COLLIE
108007,2023,M1G,DOG,LABRADOR RETR
108008,2023,M1G,DOG,AMER BULLDOG
108009,2023,M6J,DOG,GOLDEN RETR
108010,2024,M9B,DOG,SHIH TZU
108011,2023,M4L,DOG,GERM SHEPHERD
108012,2023,M2K,DOG,GOLDEN RETR
108013,2025,M8Z,DOG,TERRIER
108014,2025,M5N,DOG,DACHSHUND MIN
108015,2024,M9L,DOG,GERM SHEPHERD
108016,2025,M1R,DOG,POODLE MIN
108017,2023,M1R,DOG,POODLE MIN
108018,2024,M6B,DOG,GOLDEN RETR
108019,2026,M6B,DOG,GOLDEN RETR
108020,2023,M6B,DOG,GOLDEN RETR
108021,2024,M9W,DOG,PAPILLON
108022,2023,M9W,DOG,PAPILLON
108023,2025,M6G,DOG,YORKSHIRE TERR
108024,2023,M4C,DOG,BOUV FLANDRES
108025,2024,M4C,DOG,BOUV FLANDRES
108026,2025,M4C,DOG,BOUV FLANDRES
108027,2023,M1S,CAT,DOMESTIC SH
108028,2024,M5C,DOG,CHIHUAHUA SH
108029,2024,M4K,DOG,COCKER SPAN
108030,2023,M4K,DOG,COCKER SPAN
108031,2024,M6G,DOG,LABRADOR RETR
108032,2023,M6G,DOG,LABRADOR RETR
108033,2025,M5A,DOG,POODLE MIN
108034,2024,M5A,DOG,POODLE MIN
108035,2025,M4S,DOG,SC WHEAT TERR
108036,2025,M2N,DOG,GOLDEN RETR
108037,2023,M2N,DOG,GOLDEN RETR
108038,2025,M2N,DOG,GOLDEN RETR
108039,2024,M4G,DOG,WEIMARANER
108040,2026,M4G,DOG,WEIMARANER
108041,2023,M4G,DOG,WEIMARANER
108042,2023,M3H,DOG,SHIH TZU
108043,2025,M3H,DOG,SHIH TZU
108044,2024,M3H,DOG,SHIH TZU
108045,2026,M1M,DOG,SHIH TZU
108046,2025,M1M,DOG,SHIH TZU
108047,2023,M1M,DOG,SHIH TZU
108048,2023,M1M,DOG,SHIH TZU
108049,2024,M9W,DOG,ROTTWEILER
108050,2025,M9W,DOG,ROTTWEILER
108051,2024,M6J,DOG,POODLE MIN
108052,2023,M6J,DOG,POODLE MIN
108053,2023,M4T,DOG,GOLDEN RETR
108054,2025,M4T,DOG,GOLDEN RETR
108055,2023,M1C,DOG,AKITA
108056,2025,M1C,DOG,AKITA
108057,2025,M4E,DOG,LABRADOR RETR
108058,2023,M4E,DOG,LABRADOR RETR
108059,2024,M5V,DOG,CAVALIER SPAN
108060,2023,M5V,DOG,CAVALIER SPAN
108061,2024,M4V,DOG,COCKER SPAN
108062,2023,M4V,DOG,COCKER SPAN
108063,2024,M6G,DOG,LABRADOR RETR
108064,2023,M6G,DOG,LABRADOR RETR
108065,2024,M6E,DOG,AUST SHEPHERD
108066,2023,M6E,DOG,AUST SHEPHERD
108067,2024,M4L,DOG,SHIH TZU
108068,2024,M4R,DOG,GERM SHEPHERD
108069,2023,M4R,DOG,GERM SHEPHERD
108070,2024,M6G,DOG,WHIPPET
108071,2023,M6G,DOG,WHIPPET
108072,2025,M6G,DOG,WHIPPET
108073,2023,M4N,DOG,LABRADOR RETR
108074,2026,M4N,DOG,LABRADOR RETR
108075,2025,M4N,DOG,LABRADOR RETR
108076,2023,M6P,DOG,BERNESE MTN DOG
108077,2024,M5A,DOG,SCOT TERRIER
108078,2025,M5A,DOG,SCOT TERRIER
108079,2023,M8X,DOG,BORDER COLLIE
108080,2024,M8X,DOG,BORDER COLLIE
108081,2023,M8X,DOG,BORDER COLLIE
108082,2026,M8X,DOG,BORDER COLLIE
108083,2024,M8X,DOG,GOLDEN RETR
108084,2023,M8X,DOG,GOLDEN RETR
108085,2023,M4S,DOG,GOLDEN RETR
108086,2025,M4S,DOG,GOLDEN RETR
108087,2023,M4J,DOG,LABRADOR RETR
108088,2025,M2R,DOG,SCHNAUZER MIN
108089,2026,M2R,DOG,SCHNAUZER MIN
108090,2024,M2R,DOG,SCHNAUZER MIN
108091,2023,M2R,DOG,SCHNAUZER MIN
108092,2023,M2N,DOG,CAVALIER SPAN
108093,2025,M5M,DOG,TERRIER
108094,2023,M5M,DOG,TERRIER
108095,2024,M6G,DOG,HOUND
108096,2023,M6G,DOG,HOUND
108097,2025,M6P,DOG,MALTESE
108098,2023,M6P,DOG,MALTESE
108099,2025,M4X,DOG,CANE CORSO
108100,2023,M4X,DOG,CANE CORSO
108101,2024,M9N,DOG,DOBERMAN PINSCH
108102,2023,M6S,DOG,GOLDEN RETR
108103,2025,M6S,DOG,GOLDEN RETR
108104,2026,M6S,DOG,GOLDEN RETR
108105,2023,M4S,DOG,LABRADOR RETR
108106,2025,M4S,DOG,LABRADOR RETR
108107,2024,M4S,DOG,LABRADOR RETR
108108,2023,M4S,CAT,DOMESTIC SH
108109,2025,M4S,CAT,DOMESTIC SH
108110,2026,M1T,DOG,ALASK MALAMUTE
108111,2025,M1T,DOG,ALASK MALAMUTE
108112,2024,M1T,DOG,ALASK MALAMUTE
108113,2023,M1C,DOG,GERM SHEPHERD
108114,2023,M1C,DOG,GERM SHEPHERD
108115,2025,M1C,DOG,GERM SHEPHERD
108116,2024,M6P,CAT,DOMESTIC SH
108117,2023,M6P,CAT,DOMESTIC SH
108118,2025,M4B,DOG,AMER BULLDOG
108119,2024,M4B,DOG,AMER BULLDOG
108120,2023,M4B,DOG,AMER BULLDOG
108121,2024,M5V,DOG,BOXER
108122,2025,M5V,DOG,BOXER
108123,2025,M9B,DOG,POODLE STND
108124,2024,M9B,DOG,POODLE STND
108125,2023,M9B,DOG,POODLE STND
108126,2024,M9B,DOG,POODLE STND
108127,2023,M9B,DOG,POODLE STND
108128,2025,M9B,DOG,POODLE STND
108129,2024,M5R,DOG,POODLE TOY
108130,2026,M5R,DOG,POODLE TOY
108131,2023,M5R,DOG,POODLE TOY
108132,2023,M4M,DOG,YORKSHIRE TERR
108133,2023,M4K,DOG,YORKSHIRE TERR
108134,2025,M4K,DOG,YORKSHIRE TERR
108135,2024,,CAT,RUSSIAN BLUE
108136,2023,M9N,CAT,DOMESTIC SH
108137,2025,M6E,DOG,AMER BULLDOG
108138,2024,M6E,DOG,AMER BULLDOG
108139,2023,M6E,DOG,AMER BULLDOG
108140,2025,M6E,DOG,LABRADOR RETR
108141,2024,M6E,DOG,LABRADOR RETR
108142,2024,M6R,CAT,DOMESTIC SH
108143,2023,M6R,CAT,DOMESTIC SH
108144,2024,M6R,CAT,DOMESTIC SH
108145,2023,M6R,CAT,DOMESTIC SH
108146,2025,M4J,DOG,NORWICH TERRIER
108147,2023,M4L,DOG,BORDER COLLIE
108148,2025,M1K,DOG,SIBERIAN HUSKY
108149,2023,M1K,DOG,SIBERIAN HUSKY
108150,2023,M4S,DOG,POODLE MIN
108151,2024,M4S,DOG,POODLE MIN
108152,2023,M5V,DOG,WHIPPET
108153,2024,M5V,DOG,WHIPPET
108154,2023,M6E,DOG,POODLE MIN
108155,2025,M6E,DOG,POODLE MIN
108156,2024,M4V,DOG,ENG SPRNGR SPAN
108157,2023,M4V,DOG,ENG SPRNGR SPAN
108158,2023,M4V,DOG,HAVANESE
108159,2024,M4V,DOG,HAVANESE
108160,2024,M8V,DOG,POODLE MIN
108161,2025,M4B,DOG,MALTESE
108162,2024,M4B,DOG,MALTESE
108163,2025,M5R,DOG,AUST SHEPHERD
108164,2024,M5R,DOG,AUST SHEPHERD
108165,2025,M4G,DOG,COCKER SPAN
108166,2023,M4G,DOG,COCKER SPAN
108167,2024,M4G,DOG,SHETLD SHEEPDOG
108168,2023,M4G,DOG,SHETLD SHEEPDOG
108169,2025,M3K,DOG,MALTESE
108170,2023,M3K,DOG,MALTESE
108171,2023,M2L,DOG,POODLE MIN
108172,2025,M2L,DOG,POODLE MIN
108173,2025,M1B,DOG,YORKSHIRE TERR
108174,2024,M1B,DOG,YORKSHIRE TERR
108175,2024,M4J,DOG,ENG SPRNGR SPAN
108176,2023,M4J,DOG,ENG SPRNGR SPAN
108177,2024,M2M,DOG,MALTESE
108178,2023,M2M,DOG,MALTESE
108179,2024,M4K,DOG,GOLDEN RETR
108180,2023,M4K,DOG,GOLDEN RETR
108181,2024,M4S,DOG,LABRADOR RETR
108182,2023,M4S,DOG,LABRADOR RETR
108183,2023,M1P,CAT,BENGAL
108184,2025,M1P,CAT,BENGAL
108185,2024,M1R,DOG,GERM SHEPHERD
108186,2026,M1R,DOG,GERM SHEPHERD
108187,2023,M1R,DOG,GERM SHEPHERD
108188,2024,M1R,DOG,GERM SHEPHERD
108189,2024,M5J,DOG,CHIHUAHUA SH
108190,2025,M5J,DOG,CHIHUAHUA SH
108191,2025,M4C,DOG,BEAGLE
108192,2023,M4C,DOG,BEAGLE
108193,2025,M4L,DOG,HAVANESE
108194,2023,M4L,DOG,HAVANESE
108195,2023,M9A,DOG,DACHSHUND LH
108196,2023,M4S,DOG,BORDER COLLIE
108197,2024,M6H,DOG,HOUND
108198,2023,M6H,DOG,HOUND
108199,2024,M4M,DOG,AUST SHEPHERD
108200,2025,M4M,DOG,AUST SHEPHERD
108201,2024,M9P,DOG,ROTTWEILER
108202,2023,M9P,DOG,ROTTWEILER
108203,2025,M9P,DOG,CAVALIER SPAN
108204,2023,M9P,DOG,CAVALIER SPAN
108205,2023,M2M,DOG,COCKER SPAN
108206,2024,M2M,DOG,COCKER SPAN
108207,2024,M4Y,DOG,BOSTON TERRIER
108208,2025,M4Y,DOG,BOSTON TERRIER
108209,2023,M5J,DOG,WELSH CORGI PEM
108210,2025,M5J,DOG,FRENCH BULLDOG
108211,2023,M2L,DOG,POMERANIAN
108212,2024,M2L,DOG,POMERANIAN
108213,2025,M5R,DOG,LABRADOR RETR
108214,2023,M5R,DOG,LABRADOR RETR
108215,2025,M9R,DOG,SCHNAUZER STAND
108216,2024,M9R,DOG,SCHNAUZER STAND
108217,2024,M8V,DOG,BORDER COLLIE
108218,2025,M8V,DOG,BORDER COLLIE
108219,2023,M6S,DOG,LABRADOR RETR
108220,2025,M6S,DOG,LABRADOR RETR
108221,2024,M3H,DOG,TERRIER
108222,2023,M3H,DOG,TERRIER
108223,2023,M4C,DOG,COCKER SPAN
108224,2024,M4C,DOG,COCKER SPAN
108225,2023,M4S,DOG,WEST HIGHLAND
108226,2025,M4S,DOG,WEST HIGHLAND
108227,2024,M6B,DOG,POODLE MIN
108228,2023,M6B,DOG,POODLE MIN
108229,2024,M1B,DOG,GOLDEN RETR
108230,2023,M1B,DOG,GOLDEN RETR
108231,2024,M6H,DOG,WELSH SPR SPAN
108232,2023,M6H,DOG,WELSH SPR SPAN
108233,2023,M4P,DOG,SHIH TZU
108234,2024,M2N,DOG,SCHNAUZER MIN
108235,2023,M2N,DOG,SCHNAUZER MIN
108236,2025,M4L,DOG,SIBERIAN HUSKY
108237,2024,M4L,DOG,SIBERIAN HUSKY
108238,2023,M6P,DOG,VIZSLA
108239,2023,M6P,DOG,VIZSLA
108240,2025,M6P,DOG,VIZSLA
108241,2025,M5M,CAT,RAGDOLL
108242,2023,M5M,CAT,RAGDOLL
108243,2024,M1K,DOG,BEAGLE
108244,2023,M1K,DOG,BEAGLE
108245,2023,M4C,CAT,DOMESTIC SH
108246,2024,M4C,CAT,DOMESTIC SH
108247,2024,M4Y,CAT,DOMESTIC SH
108248,2023,M4Y,CAT,DOMESTIC SH
108249,2024,M5T,DOG,POODLE MIN
108250,2023,M5T,DOG,POODLE MIN
108251,2025,M3A,DOG,BERNESE MTN DOG
108252,2023,M3A,DOG,BERNESE MTN DOG
108253,2024,M6H,CAT,DOMESTIC SH
108254,2023,M6H,CAT,DOMESTIC SH
108255,2023,M1W,CAT,DOMESTIC SH
108256,2024,M1W,CAT,DOMESTIC SH
108257,2024,M4S,DOG,GOLDEN RETR
108258,2023,M4S,DOG,GOLDEN RETR
108259,2023,M6S,DOG,LABRADOR RETR
108260,2025,M6S,DOG,LABRADOR RETR
108261,2023,M4G,DOG,LABRADOR RETR
108262,2024,M9C,DOG,LABRADOR RETR
108263,2023,M9C,DOG,LABRADOR RETR
108264,2025,M4N,DOG,BLACK MOUTH CUR
108265,2024,M4N,DOG,BLACK MOUTH CUR
108266,2023,M4N,DOG,BLACK MOUTH CUR
108267,2023,M4P,DOG,ENG COCKER SPAN
108268,2024,M4P,DOG,ENG COCKER SPAN
108269,2025,M6S,DOG,AMER ESKIMO
108270,2023,M6S,DOG,AMER ESKIMO
108271,2024,M4G,DOG,BORDER COLLIE
108272,2025,M4G,DOG,BORDER COLLIE
108273,2025,M4V,DOG,GOLDEN RETR
108274,2024,M4V,DOG,GOLDEN RETR
108275,2023,M4C,DOG,TERRIER
108276,2024,M4C,DOG,TERRIER
108277,2024,M6L,DOG,YORKSHIRE TERR
108278,2023,M6L,DOG,YORKSHIRE TERR
108279,2023,M6G,DOG,GOLDEN RETR
108280,2023,M6S,DOG,DACHSHUND MIN
108281,2024,M6S,DOG,DACHSHUND MIN
108282,2023,M4E,DOG,SHIH TZU
108283,2024,M4E,DOG,SHIH TZU
108284,2024,M6A,DOG,GOLDEN RETR
108285,2023,M6A,DOG,GOLDEN RETR
108286,2025,M4W,DOG,WELSH CORGI PEM
108287,2024,M6K,DOG,SIBERIAN HUSKY
108288,2025,M6K,DOG,SIBERIAN HUSKY
108289,2023,M4M,DOG,CAVALIER SPAN
108290,2024,M4M,DOG,CAVALIER SPAN
108291,2023,M5G,DOG,LABRADOR RETR
108292,2025,M5G,DOG,LABRADOR RETR
108293,2025,,DOG,FRENCH BULLDOG
108294,2023,,DOG,FRENCH BULLDOG
108295,2024,M2J,DOG,SCHNAUZER MIN
108296,2023,M2J,DOG,SCHNAUZER MIN
108297,2023,M2J,DOG,SCHNAUZER MIN
108298,2024,M9C,DOG,GERM SHEPHERD
108299,2023,M9C,DOG,GERM SHEPHERD
108300,2024,M4L,DOG,WEST HIGHLAND
108301,2026,M4L,DOG,POMERANIAN
108302,2025,M4L,DOG,POMERANIAN
108303,2023,M4L,DOG,POMERANIAN
108304,2024,M5A,CAT,DOMESTIC SH
108305,2023,M5A,CAT,DOMESTIC SH
108306,2025,M5A,CAT,DOMESTIC SH
108307,2024,M5A,CAT,DOMESTIC SH
108308,2025,M5A,DOG,LABRADOR RETR
108309,2023,M5A,DOG,LABRADOR RETR
108310,2023,M8V,DOG,GOLDEN RETR
108311,2025,M8V,DOG,GOLDEN RETR
108312,2025,M4L,DOG,HOUND
108313,2023,M4L,DOG,HOUND
108314,2024,M6P,DOG,POODLE MIN
108315,2023,M6P,DOG,POODLE MIN
108316,2023,M4L,DOG,AUST SHEPHERD
108317,2025,M4L,DOG,AUST SHEPHERD
108318,2025,M6H,DOG,AUST SHEPHERD
108319,2023,M6H,DOG,AUST SHEPHERD
108320,2023,M4L,DOG,HAVANESE
108321,2023,M6K,DOG,LABRADOR RETR
108322,2025,M6A,CAT,DOMESTIC SH
108323,2024,M6A,CAT,DOMESTIC SH
108324,2024,M5G,CAT,DOMESTIC SH
108325,2023,M5G,CAT,DOMESTIC SH
108326,2023,M5M,DOG,ST BERNARD SMTH
108327,2025,M5M,DOG,ST BERNARD SMTH
108328,2023,M9C,CAT,DOMESTIC SH
108329,2024,M9C,CAT,DOMESTIC SH
108330,2023,M8Z,CAT,DOMESTIC SH
108331,2025,M8Z,CAT,DOMESTIC SH
108332,2023,M6H,CAT,DOMESTIC SH
108333,2023,M8Z,CAT,DOMESTIC SH
108334,2025,M8Z,CAT,DOMESTIC SH
108335,2023,M6K,CAT,DOMESTIC MH
108336,2025,M6K,CAT,DOMESTIC MH
108337,2025,M4Y,CAT,DOMESTIC SH
108338,2024,M4Y,CAT,DOMESTIC SH
108339,2025,M1S,CAT,DOMESTIC SH
108340,2023,M5S,CAT,DOMESTIC SH
108341,2025,M5S,CAT,DOMESTIC SH
108342,2025,M5S,CAT,DOMESTIC SH
108343,2024,M5S,CAT,DOMESTIC SH
108344,2025,M3C,CAT,DOMESTIC SH
108345,2023,M3C,CAT,DOMESTIC SH
108346,2023,M1S,CAT,DOMESTIC LH
108347,2025,M1S,CAT,DOMESTIC LH
108348,2023,M4K,DOG,POODLE MIN
108349,2025,M4K,DOG,POODLE MIN
108350,2023,M6G,DOG,AUST SHEPHERD
108351,2024,M6G,DOG,AUST SHEPHERD
108352,2025,M4G,DOG,PORT WATER DOG
108353,2023,M4G,DOG,PORT WATER DOG
108354,2023,M4S,DOG,CHIHUAHUA SH
108355,2024,M4Y,DOG,LABRADOR RETR
108356,2024,M1V,DOG,LABRADOR RETR
108357,2023,M1V,DOG,LABRADOR RETR
108358,2024,M1E,DOG,YORKSHIRE TERR
108359,2023,M1E,DOG,YORKSHIRE TERR
108360,2024,M4V,CAT,DOMESTIC SH
108361,2024,M2R,DOG,COCKER SPAN
108362,2023,M2R,DOG,COCKER SPAN
108363,2025,M3N,DOG,AMER BULLDOG
108364,2024,M4V,DOG,MALTESE
108365,2023,M4V,DOG,MALTESE
108366,2025,M2N,DOG,CHOW CHOW
108367,2024,M2N,DOG,CHOW CHOW
108368,2024,M6H,CAT,DOMESTIC SH
108369,2025,M6H,CAT,DOMESTIC SH
108370,2025,M1G,CAT,BRITISH SH
108371,2024,M1G,CAT,BRITISH SH
108372,2025,M6P,DOG,BORDER COLLIE
108373,2023,M6P,DOG,BORDER COLLIE
108374,2024,M6C,DOG,GOLDEN RETR
108375,2024,M6R,DOG,GOLDEN RETR
108376,2025,M6R,DOG,GOLDEN RETR
108377,2023,M1E,CAT,DOMESTIC SH
108378,2023,M6M,DOG,MASTIFF
108379,2025,M6M,DOG,MASTIFF
108380,2024,M6P,DOG,TERRIER
108381,2023,M6P,DOG,TERRIER
108382,2025,M1P,DOG,GERM SHEPHERD
108383,2024,M1P,DOG,GERM SHEPHERD
108384,2025,M5M,DOG,BERNESE MTN DOG
108385,2024,M5M,DOG,BERNESE MTN DOG
108386,2024,M4K,DOG,NORWICH TERRIER
108387,2025,M4K,DOG,NORWICH TERRIER
108388,2023,M3M,DOG,AMER BULLDOG
108389,2025,M3M,DOG,AMER BULLDOG
108390,2025,M1K,DOG,LABRADOR RETR
108391,2023,M1K,DOG,LABRADOR RETR
108392,2025,M1M,DOG,LABRADOR RETR
108393,2023,M1M,DOG,LABRADOR RETR
108394,2023,M1M,DOG,LABRADOR RETR
108395,2024,M1M,DOG,LABRADOR RETR
108396,2025,,DOG,LABRADOR RETR
108397,2023,M8V,DOG,ROTTWEILER
108398,2025,M8V,DOG,ROTTWEILER
108399,2024,M8W,DOG,TERRIER
108400,2025,M8W,DOG,TERRIER
108401,2023,M4Y,DOG,SPAN WATER DOG
108402,2025,M4Y,DOG,SPAN WATER DOG
108403,2024,M2N,CAT,DOMESTIC SH
108404,2024,M6G,CAT,DOMESTIC LH
108405,2025,M1C,DOG,SIBERIAN HUSKY
108406,2024,M1C,DOG,SIBERIAN HUSKY
108407,2024,M4E,DOG,LABRADOR RETR
108408,2023,M4E,DOG,LABRADOR RETR
108409,2024,M3M,DOG,SHIH TZU
108410,2024,M1M,DOG,MASTIFF
108411,2025,M1M,DOG,MASTIFF
108412,2025,M4L,DOG,POODLE STND
108413,2024,M4L,DOG,POODLE STND
108414,2025,M4L,DOG,MALTESE
108415,2024,M4L,DOG,MALTESE
108416,2025,M2J,CAT,DOMESTIC MH
108417,2025,M2J,CAT,DOMESTIC MH
108418,2023,M1M,CAT,DOMESTIC SH
108419,2025,M1M,CAT,DOMESTIC SH
108420,2024,M1M,CAT,DOMESTIC SH
108421,2023,M1E,DOG,ANATOL SHEPHERD
108422,2025,M1E,DOG,ANATOL SHEPHERD
108423,2023,M5A,CAT,BOMBAY
108424,2023,M4W,DOG,GOLDEN RETR
108425,2025,M1C,DOG,ST BERNARD RGH
108426,2024,M1C,DOG,ST BERNARD RGH
108427,2023,M5V,CAT,DOMESTIC SH
108428,2025,M5V,CAT,DOMESTIC SH
108429,2024,M6L,DOG,POMERANIAN
108430,2025,M6L,DOG,POMERANIAN
108431,2024,M4M,DOG,POODLE MIN
108432,2023,M4M,DOG,POODLE MIN
108433,2023,M6E,DOG,SIBERIAN HUSKY
108434,2024,M6E,DOG,SIBERIAN HUSKY
108435,2024,M5V,DOG,AUST SHEPHERD
108436,2023,M5V,DOG,AUST SHEPHERD
108437,2024,M2M,DOG,GOLDEN RETR
108438,2023,M2M,DOG,GOLDEN RETR
108439,2025,M4X,CAT,DOMESTIC SH
108440,2023,M4X,CAT,DOMESTIC SH
108441,2025,M4X,DOG,HAVANESE
108442,2023,M4X,DOG,HAVANESE
108443,2023,M9C,CAT,DOMESTIC SH
108444,2025,M9C,CAT,DOMESTIC SH
108445,2024,M4Y,CAT,DOMESTIC SH
108446,2023,M4Y,CAT,DOMESTIC SH
108447,2024,M6P,DOG,SCHNAUZER STAND
108448,2023,M6P,DOG,SCHNAUZER STAND
108449,2025,M2N,DOG,POODLE TOY
108450,2024,M2N,DOG,POODLE TOY
108451,2025,M2N,CAT,RAGDOLL
108452,2024,M2N,CAT,RAGDOLL
108453,2023,M1B,DOG,COCONUT HOUND
108454,2024,M5V,DOG,LABRADOR RETR
108455,2025,M1B,DOG,BELG MALINOIS
108456,2023,M1B,DOG,BELG MALINOIS
108457,2023,M6K,DOG,POODLE MIN
108458,2024,M4C,DOG,CAVALIER SPAN
108459,2023,M4C,DOG,CAVALIER SPAN
108460,2023,M1E,CAT,MAINE COON
108461,2025,M1E,CAT,MAINE COON
108462,2023,M4S,DOG,POODLE STND
108463,2025,M2P,DOG,BICHON FRISE
108464,2024,M9N,DOG,GOLDEN RETR
108465,2023,M9N,DOG,GOLDEN RETR
108466,2024,M5V,DOG,AMER ESKIMO
108467,2023,M5M,DOG,DOBERMAN PINSCH
108468,2024,M5M,DOG,SHIBA INU
108469,2025,M5M,DOG,SHIBA INU
108470,2025,M6S,DOG,MALTESE
108471,2023,M6S,DOG,MALTESE
108472,2024,M1L,CAT,DOMESTIC SH
108473,2023,M1L,CAT,DOMESTIC SH
108474,2024,M6J,DOG,LEONBERGER
108475,2025,M6J,DOG,LEONBERGER
108476,2025,M1E,DOG,YORKSHIRE TERR
108477,2023,M1E,DOG,YORKSHIRE TERR
108478,2023,M6K,CAT,DOMESTIC SH
108479,2025,M4L,DOG,HAVANESE
108480,2024,M4L,DOG,HAVANESE
108481,2023,M6S,DOG,GOLDEN RETR
108482,2023,M6S,DOG,GOLDEN RETR
108483,2025,M6S,DOG,GOLDEN RETR
108484,2024,M5E,DOG,ROTTWEILER
108485,2023,M5E,DOG,ROTTWEILER
108486,2024,M5A,DOG,SIBERIAN HUSKY
108487,2023,M5A,DOG,SIBERIAN HUSKY
108488,2023,M2J,DOG,WELSH CORGI PEM
108489,2023,M4J,DOG,LABRADOR RETR
108490,2024,M4J,DOG,LABRADOR RETR
108491,2024,M6N,CAT,DOMESTIC SH
108492,2025,M6N,CAT,DOMESTIC SH
108493,2025,M1L,CAT,DOMESTIC MH
108494,2024,M1L,CAT,DOMESTIC MH
108495,2023,M4J,DOG,BEAGLE
108496,2025,M4J,DOG,BEAGLE
108497,2023,M9A,CAT,DOMESTIC SH
108498,2025,M9A,CAT,DOMESTIC SH
108499,2025,M9A,CAT,DOMESTIC SH
108500,2024,M9A,CAT,DOMESTIC SH
108501,2023,M1N,CAT,BALINESE
108502,2025,M1N,CAT,BALINESE
108503,2023,M5B,CAT,DOMESTIC MH
108504,2024,M5B,CAT,DOMESTIC MH
