_id,Year,FSA,ANIMAL_TYPE,PRIMARY_BREED
107323,2024,M4J,DOG,BEAGLE
107324,2024,M9A,CAT,DOMESTIC SH
107325,2023,M9A,CAT,DOMESTIC SH
107326,2023,M1G,DOG,YORKSHIRE TERR
107327,2023,M6P,CAT,DOMESTIC SH
107328,2023,M1H,DOG,GOLDEN RETR
107329,2024,M1N,CAT,BALINESE
107330,2023,M5A,DOG,DACHSHUND
107331,2025,M5B,CAT,DOMESTIC MH
107332,2025,M5M,DOG,GOLDEN RETR
107333,2023,M4K,CAT,RAGDOLL
107334,2023,M1V,DOG,MALTESE
107335,2026,M4K,DOG,BOSTON TERRIER
107336,2023,M6K,DOG,CHIHUAHUA SH
107337,2023,M4P,DOG,WELSH CORGI CAR
107338,2023,M5V,DOG,BEAGLE
107339,2025,M6S,DOG,POODLE MIN
107340,2023,M4P,DOG,BERNESE MTN DOG
107341,2023,M1L,DOG,LABRADOR RETR
107342,2023,M1E,DOG,WELSH CORGI PEM
107343,2024,M5R,DOG,BERNESE MTN DOG
107344,2023,M9W,DOG,COCKER SPAN
107345,2024,M4G,DOG,POODLE MIN
107346,2023,M8X,DOG,PARSON RUSS TER
107347,2023,M2R,DOG,SHIH TZU
107348,2023,M4E,CAT,DOMESTIC SH
107349,2025,M5V,CAT,DOMESTIC SH
107350,2023,M1E,DOG,FRENCH BULLDOG
107351,2023,M6B,DOG,BERNESE MTN DOG
107352,2025,M9N,CAT,DOMESTIC SH
107353,2025,M9N,CAT,DOMESTIC MH
107354,2023,M9B,DOG,ALASK MALAMUTE
107355,2025,M9W,CAT,DOMESTIC SH
107356,2023,M9C,CAT,DOMESTIC SH
107357,2023,M1L,DOG,POMERANIAN
107358,2025,M6K,DOG,WEST HIGHLAND
107359,2024,M6B,DOG,AMER BULLDOG
107360,2025,M8V,DOG,ROTTWEILER
107361,2025,M4C,DOG,TERRIER
107362,2024,M8Y,DOG,TERRIER
107363,2024,M6K,DOG,FRENCH BULLDOG
107364,2023,M5R,DOG,COCKER SPAN
107365,2023,M1J,DOG,SHIH TZU
107366,2023,M1V,CAT,DOMESTIC SH
107367,2023,M6M,CAT,DOMESTIC SH
107368,2023,M6M,CAT,DOMESTIC SH
107369,2023,M4L,DOG,POODLE MIN
107370,2023,M4N,DOG,GOLDEN RETR
107371,2025,M2K,DOG,CAVALIER SPAN
107372,2024,M6P,DOG,CHIHUAHUA SH
107373,2025,M4L,DOG,SIBERIAN HUSKY
107374,2023,M4S,DOG,POODLE MIN
107375,2025,M1C,DOG,LABRADOR RETR
107376,2025,M2J,DOG,CAVALIER SPAN
107377,2023,M8V,DOG,WEST HIGHLAND
107378,2023,M8W,DOG,BOXER
107379,2025,M2N,DOG,AMER BULLDOG
107380,2025,M1T,DOG,SHIH TZU
107381,2023,M9V,DOG,GERM SHEPHERD
107382,2024,M1G,DOG,SHIH TZU
107383,2025,M1P,DOG,BOSTON TERRIER
107384,2023,M2H,DOG,AMER BULLDOG
107385,2025,M1M,DOG,CHIHUAHUA SH
107386,2024,M1M,DOG,CHIHUAHUA SH
107387,2025,M1M,DOG,CHIHUAHUA SH
107388,2023,M9N,DOG,CHINESE CRESTED
107389,2023,M4M,DOG,GOLDEN RETR
107390,2025,M4L,DOG,SIBERIAN HUSKY
107391,2024,M8X,DOG,SAMOYED
107392,2023,M5S,DOG,WHIPPET
107393,2025,M4K,DOG,MIX
107394,2023,M4V,DOG,WEST HIGHLAND
107395,2025,M9C,DOG,POTCAKE
107396,2025,M1N,DOG,POODLE STND
107397,2023,M6J,CAT,DOMESTIC SH
107398,2024,M4G,DOG,DACHSHUND
107399,2024,M4N,DOG,COCKER SPAN
107400,2023,M1V,DOG,SHETLD SHEEPDOG
107401,2023,M5V,DOG,GERM SHEPHERD
107402,2024,M5A,DOG,GOLDEN RETR
107403,2024,M9A,DOG,COLLIE ROUGH
107404,2023,M6J,DOG,SHIH TZU
107405,2024,M6M,DOG,CHOW CHOW
107406,2024,M4K,CAT,DOMESTIC SH
107407,2025,M6E,DOG,CHIHUAHUA SH
107408,2023,M1L,CAT,DOMESTIC SH
107409,2023,M9C,CAT,DOMESTIC MH
107410,2023,M2J,DOG,LABRADOR RETR
107411,2025,M9C,CAT,DOMESTIC LH
107412,2023,M6N,DOG,BORDER COLLIE
107413,2024,M6P,DOG,LABRADOR RETR
107414,2024,M5S,DOG,LABRADOR RETR
107415,2023,M8V,DOG,YORKSHIRE TERR
107416,2023,M4Y,DOG,POODLE MIN
107417,2023,M4Y,DOG,CAVALIER SPAN
107418,2024,M6E,DOG,POODLE MIN
107419,2024,M4S,DOG,LABRADOR RETR
107420,2023,M9M,DOG,MALTESE
107421,2023,M9M,DOG,POMERANIAN
107422,2023,M1E,CAT,BENGAL
107423,2025,M1E,CAT,BENGAL
107424,2023,M1X,DOG,MALTESE
107425,2023,M2J,DOG,LABRADOR RETR
107426,2023,M4E,DOG,POODLE STND
107427,2024,M9R,DOG,YORKSHIRE TERR
107428,2023,M1C,DOG,GREAT PYRENEES
107429,2025,M4M,DOG,ENG COONHOUND
107430,2025,M6G,DOG,BOXER
107431,2025,M6P,DOG,WEIMARANER
107432,2023,M9B,DOG,POODLE MIN
107433,2024,M1C,DOG,LABRADOR RETR
107434,2023,M1B,DOG,SHIH TZU
107435,2025,M4P,DOG,LABRADOR RETR
107436,2023,M4A,DOG,LABRADOR RETR
107437,2025,M1M,DOG,AKBASH
107438,2025,M6L,DOG,GERM SHEPHERD
107439,2023,M6H,DOG,BOXER
107440,2025,M1E,CAT,DOMESTIC SH
107441,2025,M4G,DOG,GOLDEN RETR
107442,2024,M6P,DOG,LABRADOR RETR
107443,2024,M1N,DOG,GERM SHEPHERD
107444,2025,M4P,DOG,TERRIER
107445,2023,M5A,DOG,COTON DE TULEAR
107446,2024,M9C,DOG,OLDENG SHEEPDOG
107447,2023,M9B,DOG,LABRADOR RETR
107448,2025,M9C,DOG,LABRADOR RETR
107449,2025,M1K,DOG,TERRIER
107450,2024,M5T,DOG,LABRADOR RETR
107451,2023,M3A,DOG,AIREDALE TERR
107452,2025,M4G,DOG,LABRADOR RETR
107453,2025,M4Y,DOG,GERM SHEPHERD
107454,2025,M4K,DOG,ALASK MALAMUTE
107455,2024,M1N,DOG,SHIH TZU
107456,2024,M6G,DOG,COLLIE ROUGH
107457,2023,M1E,DOG,BERNESE MTN DOG
107458,2025,M1W,DOG,SIBERIAN HUSKY
107459,2023,M1N,DOG,SAMOYED
107460,2023,M4J,DOG,BOSTON TERRIER
107461,2023,M4J,DOG,BOSTON TERRIER
107462,2023,M2P,CAT,DOMESTIC LH
107463,2023,M2P,CAT,DOMESTIC SH
107464,2023,M5J,DOG,LABRADOR RETR
107465,2024,M8W,DOG,SIBERIAN HUSKY
107466,2023,M4K,CAT,RUSSIAN BLUE
107467,2025,M1N,DOG,HAVANESE
107468,2025,M5R,DOG,ROTTWEILER
107469,2023,M8Y,DOG,ENG SPRNGR SPAN
107470,2025,M4Y,DOG,LABRADOR RETR
107471,2024,M2K,DOG,GERM SHEPHERD
107472,2025,M6H,DOG,LABRADOR RETR
107473,2023,M5G,DOG,SIBERIAN HUSKY
107474,2025,M1C,DOG,DACHSHUND MIN
107475,2024,M5V,DOG,LABRADOR RETR
107476,2023,M2N,DOG,LABRADOR RETR
107477,2023,M9B,DOG,POODLE MIN
107478,2025,M5M,DOG,POODLE MIN
107479,2025,M1N,DOG,ENG SPRNGR SPAN
107480,2025,M2H,DOG,GOLDEN RETR
107481,2023,M1C,DOG,AUST SHEPHERD
107482,2023,M2M,DOG,POODLE MIN
107483,2024,M5A,DOG,HAVANESE
107484,2025,M4C,DOG,PARSON RUSS TER
107485,2024,M4G,DOG,BOUV FLANDRES
107486,2025,M5V,DOG,POTCAKE
107487,2023,M8V,DOG,POODLE MIN
107488,2025,M2J,CAT,DOMESTIC SH
107489,2025,M6P,DOG,RAT TERRIER
107490,2026,M2R,DOG,POODLE MIN
107491,2025,M4Y,DOG,SHIBA INU
107492,2023,M9V,CAT,DOMESTIC SH
107493,2025,M4W,DOG,POODLE STND
107494,2024,M5R,DOG,CHIHUAHUA SH
107495,2025,M4X,DOG,ROTTWEILER
107496,2023,M9B,DOG,GERM SHEPHERD
107497,2024,M5A,DOG,GERM SHEPHERD
107498,2023,M1V,CAT,BENGAL
107499,2023,M4J,DOG,POODLE TOY
107500,2025,M9C,CAT,SIAMESE
107501,2023,M8Z,DOG,POMERANIAN
107502,2023,M6M,DOG,MALTESE
107503,2024,M4R,DOG,DACHSHUND
107504,2024,M4R,DOG,DACHSHUND
107505,2023,M1J,DOG,GOLDEN RETR
107506,2023,M5V,CAT,DOMESTIC MH
107507,2023,M4V,CAT,PERSIAN
107508,2024,M5G,CAT,DOMESTIC SH
107509,2024,M6J,CAT,DOMESTIC SH
107510,2026,M4E,CAT,DOMESTIC SH
107511,2023,M6H,CAT,DOMESTIC SH
107512,2023,M4Y,CAT,DOMESTIC MH
107513,2023,M9A,CAT,DOMESTIC SH
107514,2024,M1C,DOG,BORDER COLLIE
107515,2023,M4W,CAT,DOMESTIC MH
107516,2025,M6P,CAT,DOMESTIC MH
107517,2024,M1N,CAT,DOMESTIC SH
107518,2023,M2K,CAT,DOMESTIC SH
107519,2025,M4M,CAT,DOMESTIC SH
107520,2024,M4J,CAT,DOMESTIC SH
107521,2025,M8V,CAT,DOMESTIC SH
107522,2023,M4L,CAT,DOMESTIC LH
107523,2024,M1T,CAT,DOMESTIC SH
107524,2023,M3B,CAT,DOMESTIC LH
107525,2023,M5A,CAT,DOMESTIC SH
107526,2023,M5V,CAT,DOMESTIC SH
107527,2025,M5C,CAT,DOMESTIC MH
107528,2025,M6P,CAT,DOMESTIC MH
107529,2023,M8V,CAT,DOMESTIC SH
107530,2023,M8V,CAT,DOMESTIC SH
107531,2023,M1B,CAT,DOMESTIC SH
107532,2023,M4L,CAT,DOMESTIC SH
107533,2025,M4C,CAT,DOMESTIC SH
107534,2024,M4C,DOG,POODLE MIN
107535,2025,M9A,DOG,GOLDEN RETR
107536,2025,M2H,DOG,BORDER COLLIE
107537,2023,M5B,DOG,POODLE STND
107538,2024,M3A,DOG,TERRIER
107539,2025,M9C,DOG,PORT WATER DOG
107540,2023,M6K,CAT,DOMESTIC SH
107541,2023,M6K,CAT,DOMESTIC SH
107542,2023,M5E,CAT,DOMESTIC SH
107543,2025,M4V,DOG,DACHSHUND WH
107544,2025,M8Z,DOG,COTON DE TULEAR
107545,2025,M4G,CAT,DOMESTIC SH
107546,2024,M5A,DOG,PARSON RUSS TER
107547,2023,M4S,DOG,BASSET HOUND
107548,2023,M6C,DOG,POODLE TOY
107549,2024,M6C,DOG,POODLE TOY
107550,2025,M8Y,DOG,MALTESE
107551,2023,M1W,DOG,BORDER COLLIE
107552,2023,M4V,DOG,MALTESE
107553,2024,M9A,DOG,IRISH TERRIER
107554,2024,M6H,CAT,DOMESTIC SH
107555,2024,M4J,DOG,GERM SH POINT
107556,2023,M4L,DOG,LABRADOR RETR
107557,2025,M6C,DOG,DOBERMAN PINSCH
107558,2025,M6K,CAT,DOMESTIC LH
107559,2023,M9A,CAT,DOMESTIC SH
107560,2023,M9A,CAT,DOMESTIC LH
107561,2025,M6G,CAT,DOMESTIC SH
107562,2024,M2N,CAT,DOMESTIC SH
107563,2024,M2N,CAT,DOMESTIC SH
107564,2023,M2R,CAT,RAGDOLL
107565,2024,M6H,DOG,ENG BULLDOG
107566,2023,M1E,CAT,BENGAL
107567,2025,M4C,CAT,DOMESTIC SH
107568,2025,M6K,CAT,DOMESTIC MH
107569,2024,M5S,CAT,DOMESTIC SH
107570,2023,M2J,CAT,DOMESTIC SH
107571,2023,M2J,CAT,DOMESTIC SH
107572,2025,M4G,CAT,DOMESTIC SH
107573,2023,M6S,CAT,DOMESTIC SH
107574,2023,M1S,CAT,DOMESTIC SH
107575,2023,M2N,CAT,DOMESTIC SH
107576,2023,M1L,CAT,DOMESTIC SH
107577,2023,M5V,CAT,DOMESTIC SH
107578,2025,M4J,CAT,DOMESTIC SH
107579,2023,M6E,CAT,DOMESTIC SH
107580,2023,M6E,CAT,DOMESTIC SH
107581,2024,M5P,DOG,SHIH TZU
107582,2023,M1C,DOG,LABRADOR RETR
107583,2025,M4Y,DOG,DACHSHUND
107584,2023,M5A,DOG,LABRADOR RETR
107585,2025,M4S,DOG,GREYHOUND
107586,2024,M1E,CAT,DOMESTIC SH
107587,2025,M6J,DOG,LABRADOR RETR
107588,2023,M1J,DOG,LABRADOR RETR
107589,2023,M2M,DOG,HAVANESE
107590,2023,M6E,DOG,LABRADOR RETR
107591,2024,M5V,DOG,LABRADOR RETR
107592,2024,M9B,CAT,RAGDOLL
107593,2023,M4Y,DOG,SHIH TZU
107594,2025,M6S,CAT,DOMESTIC SH
107595,2025,M1G,DOG,COCKER SPAN
107596,2024,M4E,DOG,SIBERIAN HUSKY
107597,2023,M4R,DOG,SHIBA INU
107598,2025,M5J,DOG,SHIH TZU
107599,2025,,CAT,DOMESTIC SH
107600,2024,M4L,DOG,SIBERIAN HUSKY
107601,2023,M1B,DOG,GOLDEN RETR
107602,2024,M1N,DOG,GOLDEN RETR
107603,2023,M1N,CAT,DOMESTIC SH
107604,2024,M4P,CAT,DOMESTIC MH
107605,2023,M8Y,DOG,NEWFOUNDLAND
107606,2025,M8Y,CAT,DOMESTIC SH
107607,2025,M6J,DOG,AUST SHEPHERD
107608,2024,M9B,CAT,DOMESTIC SH
107609,2025,M9C,DOG,TERRIER
107610,2023,M4J,DOG,COCKER SPAN
107611,2025,M9B,DOG,HAVANESE
107612,2025,M1X,DOG,HOUND
107613,2023,M6B,CAT,MAINE COON
107614,2023,M9W,DOG,GERM SHEPHERD
107615,2023,M4E,CAT,NORWGN FOREST
107616,2023,M4P,CAT,AMER SH
107617,2025,M5J,DOG,MALTESE
107618,2023,M5V,CAT,DOMESTIC SH
107619,2025,M2K,DOG,ROTTWEILER
107620,2023,M6J,CAT,DOMESTIC SH
107621,2023,M6J,CAT,DOMESTIC SH
107622,2023,M6H,DOG,POMERANIAN
107623,2023,M4J,CAT,DOMESTIC SH
107624,2025,M6B,DOG,POODLE STND
107625,2024,M3M,DOG,CHIHUAHUA SH
107626,2024,M4Y,CAT,DOMESTIC SH
107627,2025,M6E,DOG,POMERANIAN
107628,2024,M1G,CAT,DOMESTIC SH
107629,2024,M4Y,CAT,DOMESTIC SH
107630,2024,M1G,CAT,DOMESTIC MH
107631,2024,M4P,DOG,LABRADOR RETR
107632,2023,M5B,DOG,MASTIFF
107633,2024,M5V,DOG,PUG
107634,2025,M6P,DOG,GREYHOUND
107635,2023,M4J,DOG,UNKNOWN
107636,2023,M3K,DOG,AUST SHEPHERD
107637,2023,M6K,DOG,BORDER COLLIE
107638,2025,M4L,DOG,GOLDEN RETR
107639,2025,M4T,DOG,SHETLD SHEEPDOG
107640,2025,M5R,DOG,JINDO
107641,2023,M6J,DOG,WELSH CORGI CAR
107642,2024,M1T,DOG,GREAT DANE
107643,2025,M4P,DOG,SHIBA INU
107644,2024,M8V,DOG,SCHNAUZER MIN
107645,2025,M4W,DOG,FRENCH BULLDOG
107646,2023,M5V,DOG,POODLE MIN
107647,2024,M4A,CAT,DOMESTIC SH
107648,2023,M5V,DOG,WELSH CORGI CAR
107649,2023,M9R,DOG,COCKER SPAN
107650,2024,M9N,DOG,BERNESE MTN DOG
107651,2024,M8V,DOG,COLLIE ROUGH
107652,2025,M6H,DOG,GERM SHEPHERD
107653,2023,M5M,DOG,COLLIE ROUGH
107654,2023,M5M,CAT,DOMESTIC SH
107655,2023,M5M,DOG,TERRIER
107656,2024,M1S,DOG,BELG MALINOIS
107657,2024,M5A,CAT,DOMESTIC SH
107658,2023,M8Y,DOG,SCHNAUZER STAND
107659,2023,M6C,DOG,GOLDEN RETR
107660,2023,M4B,DOG,POMERANIAN
107661,2023,M1T,DOG,COCKER SPAN
107662,2025,M1E,DOG,YORKSHIRE TERR
107663,2023,M4X,CAT,BENGAL
107664,2023,M4X,CAT,BENGAL
107665,2025,M3A,DOG,HAVANESE
107666,2025,M9C,CAT,DOMESTIC SH
107667,2023,M1E,DOG,GERM SHEPHERD
107668,2023,M9B,DOG,STAFFORDSHIRE
107669,2024,M2R,CAT,BRITISH SH
107670,2025,M6H,DOG,LHASA APSO
107671,2024,M9R,DOG,AUST SHEPHERD
107672,2023,M4S,DOG,BRUSS GRIFFON
107673,2025,M2J,DOG,AUST SHEPHERD
107674,2023,M5R,DOG,FRENCH BULLDOG
107675,2024,M8V,DOG,GOLDEN RETR
107676,2025,M3C,DOG,SCHNAUZER MIN
107677,2024,M9N,DOG,BERNESE MTN DOG
107678,2023,M1L,DOG,MUNSTERLANDER
107679,2025,M5M,DOG,GOLDEN RETR
107680,2023,M4L,DOG,SHIH TZU
107681,2023,M5V,DOG,YORKSHIRE TERR
107682,2023,M1P,DOG,BICHON FRISE
107683,2024,M3N,DOG,BORDER COLLIE
107684,2023,M3N,CAT,DOMESTIC SH
107685,2024,M9C,DOG,GERM SHEPHERD
107686,2025,M4J,DOG,AMER BULLDOG
107687,2023,M1C,DOG,AMER BULLDOG
107688,2025,M4J,DOG,POODLE MIN
107689,2025,M3C,DOG,GERM SHEPHERD
107690,2025,M3C,DOG,ST BERNARD RGH
107691,2024,M9W,DOG,SAMOYED
107692,2023,M8X,DOG,OLD ENG BULLDOG
107693,2023,M8X,DOG,ENG BULLDOG
107694,2023,M5V,CAT,RAGDOLL
107695,2025,M4T,DOG,GOLDEN RETR
107696,2024,M1X,DOG,ROTTWEILER
107697,2025,M9C,DOG,GOLDEN RETR
107698,2024,M2R,DOG,YORKSHIRE TERR
107699,2025,M5P,DOG,AUST SHEPHERD
107700,2024,M1N,DOG,GERM SHEPHERD
107701,2025,M1K,DOG,DOBERMAN PINSCH
107702,2023,M1K,DOG,DOBERMAN PINSCH
107703,2023,M5A,DOG,COCKER SPAN
107704,2023,M1N,DOG,SHIH TZU
107705,2025,M4L,CAT,DOMESTIC SH
107706,2025,M3A,DOG,AUST SHEPHERD
107707,2025,M3M,DOG,LABRADOR RETR
107708,2023,M4C,DOG,VIZSLA
107709,2025,M1P,CAT,DOMESTIC SH
107710,2025,M1P,CAT,DOMESTIC LH
107711,2023,M3J,CAT,DOMESTIC SH
107712,2024,M6J,DOG,AMER BULLDOG
107713,2024,M3M,DOG,MASTIFF
107714,2024,M3M,DOG,MASTIFF
107715,2023,M3L,DOG,BORDER COLLIE
107716,2025,M5B,CAT,DOMESTIC SH
107717,2025,M4Y,CAT,DOMESTIC SH
107718,2025,M4J,CAT,RUSSIAN BLUE
107719,2023,M4E,CAT,DOMESTIC SH
107720,2024,M6K,DOG,PUG
107721,2023,M4V,DOG,CATAHOULA
107722,2024,M6A,DOG,COCKER SPAN
107723,2025,M4X,DOG,SIBERIAN HUSKY
107724,2024,M5B,DOG,LABRADOR RETR
107725,2024,M5V,DOG,DOBERMAN PINSCH
107726,2024,M4W,DOG,LABRADOR RETR
107727,2025,M2N,DOG,WHIPPET
107728,2023,M6S,DOG,DACHSHUND MIN
107729,2025,M5A,DOG,GERM SHEPHERD
107730,2024,M1E,DOG,COCKER SPAN
107731,2024,M9C,CAT,DOMESTIC LH
107732,2024,M2M,DOG,MALTESE
107733,2024,M2N,DOG,POMERANIAN
107734,2024,M6R,DOG,ENG BULLDOG
107735,2025,M6K,CAT,DOMESTIC SH
107736,2025,M5M,DOG,HAVANESE
107737,2025,M1G,DOG,PARSON RUSS TER
107738,2024,M1B,DOG,GERM SHEPHERD
107739,2023,M4N,DOG,CAVALIER SPAN
107740,2023,M6C,DOG,SHIH TZU
107741,2023,M6C,DOG,YORKSHIRE TERR
107742,2025,M4J,DOG,GERM SHEPHERD
107743,2023,M9R,DOG,LABRADOR RETR
107744,2024,M8X,DOG,POODLE STND
107745,2025,M6P,DOG,SC WHEAT TERR
107746,2023,M6M,CAT,DOMESTIC SH
107747,2023,M4W,DOG,LABRADOR RETR
107748,2025,M1B,DOG,AKITA
107749,2024,M5V,DOG,SIBERIAN HUSKY
107750,2025,M5B,DOG,GOLDEN RETR
107751,2025,M4M,DOG,POTCAKE
107752,2025,M6S,DOG,LABRADOR RETR
107753,2023,M4T,DOG,SIBERIAN HUSKY
107754,2023,M5B,CAT,DOMESTIC MH
107755,2025,M5A,DOG,POMERANIAN
107756,2024,M3M,DOG,PORT WATER DOG
107757,2023,M4S,DOG,WELSH CORGI CAR
107758,2023,M4S,DOG,LABRADOR RETR
107759,2023,M4C,CAT,RUSSIAN BLUE
107760,2025,M6H,DOG,GERM SHEPHERD
107761,2025,M2N,CAT,BRITISH SH
107762,2024,M6P,DOG,SIBERIAN HUSKY
107763,2023,M4M,DOG,POTCAKE
107764,2025,M4W,DOG,SC WHEAT TERR
107765,2025,M3A,DOG,LABRADOR RETR
107766,2024,M8X,DOG,GOLDEN RETR
107767,2024,M5T,DOG,TERRIER
107768,2025,M3C,DOG,COLLIE SMOOTH
107769,2023,M5J,DOG,WEST HIGHLAND
107770,2023,M4L,DOG,YORKSHIRE TERR
107771,2024,M6B,DOG,PORT WATER DOG
107772,2024,M1E,DOG,TERRIER
107773,2023,M1N,CAT,DOMESTIC SH
107774,2023,M1N,CAT,DOMESTIC SH
107775,2025,M6R,DOG,DACHSHUND
107776,2023,M6B,DOG,LABRADOR RETR
107777,2023,M3K,DOG,SHIH TZU
107778,2025,M5R,DOG,SHIH TZU
107779,2025,M4K,DOG,MIN PINSCHER
107780,2025,M4N,DOG,GOLDEN RETR
107781,2024,M6G,DOG,AMER BULLDOG
107782,2023,M1T,CAT,DOMESTIC SH
107783,2023,M4G,DOG,HAVANESE
107784,2023,M4T,DOG,CAVALIER SPAN
107785,2023,M5A,DOG,SCHNAUZER MIN
107786,2024,M4P,DOG,POODLE MIN
107787,2023,M9B,DOG,AMER ESKIMO
107788,2025,M6G,DOG,GOLDEN RETR
107789,2024,M1K,DOG,BICHON FRISE
107790,2025,M1E,DOG,AUST SHEPHERD
107791,2024,M5C,DOG,POODLE MIN
107792,2025,M6E,DOG,SC WHEAT TERR
107793,2023,M1M,DOG,GOLDEN RETR
107794,2023,M6H,DOG,BOSTON TERRIER
107795,2025,M5M,DOG,GOLDEN RETR
107796,2023,M4W,DOG,SC WHEAT TERR
107797,2025,M5V,DOG,COCKER SPAN
107798,2024,M2P,DOG,BERNESE MTN DOG
107799,2025,M8V,DOG,HAVANESE
107800,2025,M8Z,DOG,GOLDEN RETR
107801,2024,M6B,CAT,DOMESTIC SH
107802,2023,M4J,CAT,DOMESTIC SH
107803,2023,M5A,DOG,AUST SHEPHERD
107804,2024,M9A,CAT,DOMESTIC SH
107805,2025,M5A,CAT,DOMESTIC SH
107806,2023,M5P,CAT,DOMESTIC SH
107807,2024,M4S,CAT,DOMESTIC SH
107808,2024,M4J,CAT,DOMESTIC SH
107809,2023,M6G,CAT,DOMESTIC SH
107810,2023,M6H,CAT,DOMESTIC LH
107811,2023,M2J,CAT,DOMESTIC SH
107812,2023,M3L,CAT,DOMESTIC SH
107813,2023,M1H,CAT,DOMESTIC SH
107814,2024,M2J,CAT,DOMESTIC SH
107815,2023,M2N,CAT,DOMESTIC SH
107816,2024,M2N,CAT,DOMESTIC SH
107817,2023,M8V,CAT,DOMESTIC SH
107818,2023,M4L,DOG,CHIHUAHUA SH
107819,2023,M5V,CAT,DOMESTIC SH
107820,2023,M1M,CAT,DOMESTIC MH
107821,2024,M6K,CAT,DOMESTIC SH
107822,2023,M1C,CAT,DOMESTIC SH
107823,2025,M5A,CAT,SIAMESE
107824,2025,M4V,DOG,SHIH TZU
107825,2026,M6H,DOG,POODLE STND
107826,2025,M5V,DOG,YORKSHIRE TERR
107827,2023,M8Y,DOG,GOLDEN RETR
107828,2025,M4G,DOG,FRENCH BULLDOG
107829,2025,M1N,DOG,AUST SHEPHERD
107830,2025,M6B,DOG,BOSTON TERRIER
107831,2023,M4X,DOG,YORKSHIRE TERR
107832,2024,M2N,DOG,POODLE MIN
107833,2023,M6P,DOG,GERM SHEPHERD
107834,2024,M5G,CAT,DOMESTIC SH
107835,2024,M9B,DOG,SIBERIAN HUSKY
107836,2025,M5A,CAT,DOMESTIC SH
107837,2023,M4J,CAT,DOMESTIC SH
107838,2025,M9W,CAT,DOMESTIC SH
107839,2025,M1L,DOG,CHIHUAHUA SH
107840,2024,M9V,DOG,MALTESE
107841,2024,M6H,CAT,DOMESTIC SH
107842,2023,M1B,CAT,DOMESTIC SH
107843,2024,M4Y,CAT,DOMESTIC SH
107844,2025,M5T,DOG,LABRADOR RETR
107845,2025,M2J,CAT,DOMESTIC LH
107846,2023,M6J,CAT,DOMESTIC SH
107847,2023,M5S,CAT,DOMESTIC SH
107848,2023,M5V,CAT,DOMESTIC SH
107849,2024,M5V,CAT,DOMESTIC SH
107850,2024,M6E,DOG,SCHNAUZER MIN
107851,2023,M2M,CAT,DOMESTIC LH
107852,2023,M5H,DOG,AKITA
107853,2023,M5H,DOG,AKITA
107854,2024,M4L,DOG,BEAGLE
107855,2025,M4P,DOG,POMERANIAN
107856,2025,M2H,DOG,PODENGO PEQUENO
107857,2024,M4C,DOG,LABRADOR RETR
107858,2024,M4C,DOG,HOUND
107859,2023,M4R,DOG,POODLE MIN
107860,2023,M1N,DOG,GOLDEN RETR
107861,2024,M4E,DOG,POODLE STND
107862,2023,M8Z,DOG,LABRADOR RETR
107863,2024,M6P,DOG,SIBERIAN HUSKY
107864,2025,M5P,DOG,BERNESE MTN DOG
107865,2023,M6H,DOG,SCHNAUZER MIN
107866,2026,M6G,DOG,FRENCH BULLDOG
107867,2025,M5M,DOG,COCKER SPAN
107868,2023,M4P,DOG,POODLE STND
107869,2023,M8V,DOG,LABRADOR RETR
107870,2023,M8Z,DOG,GOLDEN RETR
107871,2024,M3N,CAT,DOMESTIC SH
107872,2024,M4N,DOG,COLLIE SMOOTH
107873,2023,M1V,DOG,BORDER COLLIE
107874,2023,M1V,DOG,SHIH TZU
107875,2024,M2N,DOG,HOUND
107876,2023,M1N,DOG,LABRADOR RETR
107877,2025,M6N,DOG,GERM SHEPHERD
107878,2023,M6E,DOG,HOUND
107879,2023,M5P,DOG,COCKER SPAN
107880,2023,M4R,DOG,GOLDEN RETR
107881,2024,M6M,DOG,SHIBA INU
107882,2023,M6P,DOG,SHETLD SHEEPDOG
107883,2023,M5R,DOG,POODLE MIN
107884,2023,M3N,DOG,BOSTON TERRIER
107885,2023,M1G,DOG,GERM SHEPHERD
107886,2023,M1T,DOG,COLLIE SMOOTH
107887,2023,M2H,DOG,WEST HIGHLAND
107888,2023,M1C,CAT,DOMESTIC SH
107889,2023,M6J,DOG,TERRIER
107890,2024,M6E,DOG,BERNEDOODLE
107891,2025,M2K,DOG,COLLIE ROUGH
107892,2024,M6H,DOG,RAT TERRIER
107893,2024,M6P,DOG,ROTTWEILER
107894,2025,M4A,DOG,BOXER
107895,2025,M5V,DOG,GERM SHEPHERD
107896,2026,M2H,DOG,ENG COONHOUND
107897,2023,M4M,DOG,LABRADOR RETR
107898,2023,M2R,DOG,IRISH TERRIER
107899,2024,M6P,DOG,BASENJI
107900,2024,M4M,DOG,GOLDEN RETR
107901,2023,M6E,DOG,CHIHUAHUA SH
107902,2024,M6N,DOG,POODLE MIN
107903,2023,M1K,DOG,DACHSHUND MIN
107904,2023,M1C,DOG,BERNESE MTN DOG
107905,2023,M4V,CAT,MAINE COON
107906,2025,M2N,CAT,DOMESTIC SH
107907,2024,M4A,DOG,AUST SHEPHERD
107908,2023,M2N,DOG,BORDER COLLIE
107909,2023,M6E,DOG,DACHSHUND
107910,2024,M4Y,DOG,POODLE TOY
107911,2023,M9C,CAT,DOMESTIC LH
107912,2024,M5A,CAT,DOMESTIC MH
